student_id,subject,mean_score,min_score,max_score,test_count,attendance_pct,study_hours,trend,label
5006,Physics,43.5,43,44,2,82.36,2.53,1,0
5007,English,31.5,31,32,2,70.96,2.97,-1,1
5007,Math,37.0,36,38,2,70.96,2.97,2,1
5007,Physics,61.0,51,68,3,70.96,2.97,-13,0
5008,English,65.83333333333333,56,76,6,70.1,3.83,10,0
5008,Math,32.666666666666664,19,41,6,70.1,3.83,1,1
5008,Physics,64.0,58,72,5,70.1,3.83,-7,0
5009,English,53.333333333333336,47,65,3,65.56,1.87,-18,0
5009,Math,66.0,55,73,3,65.56,1.87,-18,0
5009,Physics,29.0,19,42,4,65.56,1.87,-7,1
5010,English,51.8,41,61,5,87.83,2.19,-6,0
5010,Math,52.666666666666664,43,67,6,87.83,2.19,-6,0
5010,Physics,39.2,34,44,5,87.83,2.19,-7,1
5011,English,56.4,49,60,5,60.1,1.07,-11,1
5011,Math,36.8,26,48,5,60.1,1.07,-1,1
5011,Physics,78.0,69,87,2,60.1,1.07,18,0
5012,English,69.0,57,81,5,66.91,2.64,-9,0
5012,Math,36.5,28,41,4,66.91,2.64,2,1
5012,Physics,41.8,33,48,5,66.91,2.64,1,1
5013,English,43.666666666666664,37,49,3,71.02,1.67,8,0
5013,Math,49.5,41,58,6,71.02,1.67,-8,0
5013,Physics,59.666666666666664,46,73,6,71.02,1.67,2,0
5014,English,25.25,18,34,4,73.98,1.13,-12,1
5014,Math,76.33333333333333,73,78,3,73.98,1.13,0,0
5014,Physics,62.0,50,71,5,73.98,1.13,-16,0
5015,English,46.0,33,54,4,75.46,2.23,15,1
5015,Math,30.25,19,40,4,75.46,2.23,-12,1
5015,Physics,49.4,34,62,5,75.46,2.23,-10,1
5016,English,36.6,24,45,5,90.19,2.24,-10,1
5016,Math,57.0,50,63,6,90.19,2.24,-9,0
5016,Physics,26.0,16,42,4,90.19,2.24,-10,1
5017,English,84.5,78,88,4,51.04,3.95,9,0
5017,Math,33.4,28,43,5,51.04,3.95,2,1
5017,Physics,50.666666666666664,45,61,3,51.04,3.95,16,0
5018,English,68.0,60,76,2,87.1,1.16,-16,0
5018,Math,43.5,34,51,6,87.1,1.16,-4,1
5018,Physics,28.0,26,30,2,87.1,1.16,4,1
5019,English,52.25,41,60,4,89.45,3.95,-19,0
5019,Math,72.0,62,90,4,89.45,3.95,-20,0
5019,Physics,75.33333333333333,67,86,6,89.45,3.95,-14,0
5020,English,52.5,46,59,2,68.58,2.05,13,0
5020,Math,71.4,64,79,5,68.58,2.05,14,0
5020,Physics,25.5,15,38,4,68.58,2.05,19,1
5021,English,32.0,25,38,5,76.1,3.43,10,1
5021,Math,42.0,37,47,2,76.1,3.43,10,0
5021,Physics,69.25,65,77,4,76.1,3.43,-9,0
5022,English,68.0,58,79,6,75.88,1.65,-17,0
5022,Math,65.33333333333333,56,76,6,75.88,1.65,-14,0
5022,Physics,71.8,59,83,5,75.88,1.65,12,0
5023,English,56.166666666666664,50,63,6,65.72,1.6,2,0
5023,Math,44.4,36,57,5,65.72,1.6,6,0
5023,Physics,84.33333333333333,82,86,3,65.72,1.6,4,0
5024,English,54.666666666666664,41,62,3,63.35,2.52,1,0
5024,Math,69.33333333333333,57,77,3,63.35,2.52,-17,1
5024,Physics,39.2,20,49,5,63.35,2.52,-25,1
5025,English,36.666666666666664,26,46,6,77.51,2.99,10,1
5025,Math,29.0,16,42,2,77.51,2.99,-26,1
5025,Physics,54.666666666666664,48,64,3,77.51,2.99,-4,0
5026,English,84.33333333333333,78,90,3,69.21,1.03,12,0
5026,Math,78.5,78,79,2,69.21,1.03,-1,0
5026,Physics,56.333333333333336,45,67,3,69.21,1.03,-10,0
5027,English,61.833333333333336,54,71,6,71.19,3.7,5,0
5027,Math,78.25,73,84,4,71.19,3.7,6,0
5027,Physics,31.0,21,49,6,71.19,3.7,-27,1
5028,English,50.5,42,59,2,81.15,2.01,-17,0
5028,Math,76.5,61,87,4,81.15,2.01,-16,0
5028,Physics,67.66666666666667,59,80,6,81.15,2.01,-6,0
5029,English,56.0,50,62,2,68.81,1.74,-12,0
5029,Math,56.0,48,64,2,68.81,1.74,16,0
5029,Physics,32.5,21,44,2,68.81,1.74,-23,1
5030,English,78.5,76,81,4,66.25,2.28,3,0
5030,Math,59.833333333333336,46,65,6,66.25,2.28,-2,0
5030,Physics,75.5,66,85,2,66.25,2.28,19,0
5031,English,32.5,25,40,2,75.04,2.39,-15,1
5031,Math,31.25,25,39,4,75.04,2.39,1,1
5031,Physics,46.0,35,54,4,75.04,2.39,19,0
5032,English,64.66666666666667,60,74,3,100.0,2.35,-14,0
5032,Math,45.833333333333336,39,50,6,100.0,2.35,0,0
5032,Physics,48.666666666666664,39,58,6,100.0,2.35,-17,0
5033,English,69.5,65,74,2,81.36,1.73,-9,0
5033,Math,63.6,56,73,5,81.36,1.73,9,0
5033,Physics,47.5,44,51,2,81.36,1.73,-7,0
5034,English,54.0,43,63,4,86.71,0.99,10,0
5034,Math,50.0,43,57,2,86.71,0.99,14,0
5034,Physics,28.5,25,32,2,86.71,0.99,-7,1
5035,English,62.5,52,70,6,67.59,2.1,-18,0
5035,Math,66.33333333333333,65,69,3,67.59,2.1,4,0
5035,Physics,35.25,24,41,4,67.59,2.1,-2,1
5036,English,54.333333333333336,45,68,6,72.61,3.88,5,0
5036,Math,69.0,57,76,3,72.61,3.88,17,0
5036,Physics,69.83333333333333,54,78,6,72.61,3.88,3,0
5037,English,49.0,39,59,2,82.44,2.48,-20,0
5037,Math,44.4,36,52,5,82.44,2.48,1,0
5037,Physics,63.0,51,76,3,82.44,2.48,-11,0
5038,English,55.4,42,69,5,73.95,1.92,23,0
5038,Math,72.25,56,82,4,73.95,1.92,-6,0
5038,Physics,63.0,50,70,6,73.95,1.92,-8,0
5039,English,40.0,26,54,6,87.18,3.91,10,1
5039,Math,74.75,65,79,4,87.18,3.91,14,0
5039,Physics,40.5,28,55,6,87.18,3.91,-17,1
5040,English,51.0,40,59,3,80.8,3.42,5,0
5040,Math,73.66666666666667,71,76,3,80.8,3.42,-2,0
5040,Physics,70.5,63,78,2,80.8,3.42,-15,0
5041,English,74.0,68,81,4,52.35,2.52,13,0
5041,Math,47.2,34,55,5,52.35,2.52,4,1
5041,Physics,41.0,31,48,4,52.35,2.52,6,1
5042,English,23.4,17,32,5,91.19,3.55,9,1
5042,Math,76.0,68,89,6,91.19,3.55,14,0
5042,Physics,51.666666666666664,45,58,3,91.19,3.55,7,0
5043,English,70.5,61,78,4,68.71,1.86,-13,0
5043,Math,45.5,34,57,2,68.71,1.86,23,1
5043,Physics,56.166666666666664,50,66,6,68.71,1.86,5,0
5044,English,70.5,70,71,2,72.76,2.84,1,0
5044,Math,57.5,55,60,4,72.76,2.84,-1,0
5044,Physics,62.333333333333336,49,70,3,72.76,2.84,-21,0
5045,English,49.333333333333336,35,58,6,75.15,3.11,5,0
5045,Math,40.333333333333336,29,51,6,75.15,3.11,-9,1
5045,Physics,41.666666666666664,32,52,3,75.15,3.11,-9,1
5046,English,76.5,70,85,6,73.34,1.11,-7,0
5046,Math,66.33333333333333,59,75,3,73.34,1.11,-10,0
5046,Physics,41.0,30,52,2,73.34,1.11,22,1
5047,English,37.75,28,48,4,72.87,3.45,-17,1
5047,Math,34.25,25,50,4,72.87,3.45,10,1
5047,Physics,33.25,24,43,4,72.87,3.45,11,1
5048,English,76.66666666666667,72,83,6,73.35,2.05,-8,0
5048,Math,64.4,53,74,5,73.35,2.05,-7,0
5048,Physics,37.333333333333336,24,44,3,73.35,2.05,0,1
5049,English,59.666666666666664,55,64,3,69.96,2.38,4,0
5049,Math,45.0,38,52,2,69.96,2.38,14,0
5049,Physics,50.833333333333336,42,62,6,69.96,2.38,-15,0
5050,English,70.0,64,76,5,88.43,1.38,2,0
5050,Math,51.0,45,58,3,88.43,1.38,8,0
5050,Physics,31.5,21,45,6,88.43,1.38,-3,1
5051,English,75.0,62,85,3,63.25,1.25,-23,1
5051,Math,77.4,66,83,5,63.25,1.25,1,0
5051,Physics,39.166666666666664,28,50,6,63.25,1.25,-9,1
5052,English,64.6,54,74,5,80.9,1.9,19,0
5052,Math,36.5,32,42,4,80.9,1.9,-7,1
5052,Physics,37.0,35,39,2,80.9,1.9,4,1
5053,English,69.0,60,78,5,62.48,2.68,13,0
5053,Math,54.2,47,67,5,62.48,2.68,15,0
5053,Physics,68.0,51,78,6,62.48,2.68,-25,1
5054,English,27.333333333333332,19,39,6,78.44,2.44,6,1
5054,Math,52.25,42,63,4,78.44,2.44,-21,0
5054,Physics,46.5,33,54,4,78.44,2.44,-3,1
5055,English,42.5,40,45,2,82.18,1.04,5,0
5055,Math,38.75,37,41,4,82.18,1.04,2,1
5055,Physics,57.333333333333336,43,70,6,82.18,1.04,-9,0
5056,English,52.333333333333336,43,66,3,80.79,1.08,23,0
5056,Math,68.66666666666667,58,76,3,80.79,1.08,-14,0
5056,Physics,69.2,56,75,5,80.79,1.08,-2,0
5057,English,60.666666666666664,54,66,3,68.79,3.23,12,0
5057,Math,68.83333333333333,58,81,6,68.79,3.23,-4,0
5057,Physics,63.0,56,70,2,68.79,3.23,14,0
5058,English,63.5,55,72,2,73.54,2.87,-17,0
5058,Math,24.0,22,26,2,73.54,2.87,-4,1
5058,Physics,37.666666666666664,27,50,3,73.54,2.87,14,1
5059,English,57.666666666666664,50,64,6,79.78,1.66,-10,0
5059,Math,56.666666666666664,48,64,3,79.78,1.66,16,0
5059,Physics,46.333333333333336,36,58,6,79.78,1.66,-9,0
5060,English,67.2,59,77,5,66.83,2.43,-4,0
5060,Math,40.0,30,49,5,66.83,2.43,5,1
5060,Physics,61.0,52,69,3,66.83,2.43,-17,0
5061,English,73.0,71,75,2,72.35,2.75,4,0
5061,Math,57.833333333333336,52,64,6,72.35,2.75,2,0
5061,Physics,25.5,20,31,2,72.35,2.75,-11,1
5062,English,72.75,68,75,4,59.33,2.51,-6,0
5062,Math,31.166666666666668,24,47,6,59.33,2.51,12,1
5062,Physics,56.5,47,66,2,59.33,2.51,-19,1
5063,English,58.0,49,71,3,69.68,3.09,-5,0
5063,Math,57.0,51,63,2,69.68,3.09,12,0
5063,Physics,68.0,56,82,5,69.68,3.09,20,0
5064,English,55.666666666666664,52,61,3,67.38,3.29,2,0
5064,Math,54.5,52,57,2,67.38,3.29,-5,0
5064,Physics,54.6,46,62,5,67.38,3.29,8,0
5065,English,72.6,64,90,5,75.52,1.3,10,0
5065,Math,75.5,69,82,2,75.52,1.3,-13,0
5065,Physics,58.833333333333336,48,69,6,75.52,1.3,21,0
5066,English,51.833333333333336,38,66,6,63.9,0.64,-16,1
5066,Math,77.75,64,86,4,63.9,0.64,-9,0
5066,Physics,25.6,15,42,5,63.9,0.64,0,1
5067,English,76.0,70,82,2,64.99,3.03,-12,1
5067,Math,39.5,28,46,6,64.99,3.03,1,1
5067,Physics,80.66666666666667,72,91,3,64.99,3.03,-7,0
5068,English,62.5,60,65,2,77.35,2.31,-5,0
5068,Math,76.6,63,87,5,77.35,2.31,17,0
5068,Physics,41.333333333333336,30,48,3,77.35,2.31,18,1
5069,English,43.6,31,56,5,71.27,1.8,16,1
5069,Math,35.333333333333336,24,46,6,71.27,1.8,-17,1
5069,Physics,40.0,29,51,6,71.27,1.8,4,1
5070,English,81.2,79,83,5,60.22,1.26,-3,0
5070,Math,59.75,51,77,4,60.22,1.26,22,0
5070,Physics,71.75,67,77,4,60.22,1.26,-7,0
5071,English,44.0,37,51,3,85.51,1.09,-7,0
5071,Math,49.0,42,56,2,85.51,1.09,14,0
5071,Physics,70.8,63,88,5,85.51,1.09,-5,0
5072,English,41.166666666666664,35,53,6,74.42,2.18,-5,0
5072,Math,28.166666666666668,21,41,6,74.42,2.18,1,1
5072,Physics,49.166666666666664,39,66,6,74.42,2.18,-27,0
5073,English,56.166666666666664,42,68,6,80.24,1.34,-13,0
5073,Math,24.75,21,27,4,80.24,1.34,1,1
5073,Physics,30.2,25,47,5,80.24,1.34,3,1
5074,English,44.5,38,55,6,80.66,3.15,10,0
5074,Math,67.0,58,80,6,80.66,3.15,-8,0
5074,Physics,43.333333333333336,38,47,3,80.66,3.15,7,0
5075,English,33.0,28,41,3,69.47,0.62,-13,1
5075,Math,76.0,63,90,6,69.47,0.62,-8,0
5075,Physics,59.0,52,66,2,69.47,0.62,14,0
5076,English,63.4,50,73,5,61.0,1.13,7,0
5076,Math,38.0,29,45,4,61.0,1.13,16,1
5076,Physics,67.8,58,79,5,61.0,1.13,16,0
5077,English,62.833333333333336,55,74,6,68.39,2.72,2,0
5077,Math,69.25,61,75,4,68.39,2.72,12,0
5077,Physics,52.0,47,57,3,68.39,2.72,5,0
5078,English,34.0,20,45,5,57.05,3.33,-3,1
5078,Math,63.6,57,67,5,57.05,3.33,-1,0
5078,Physics,41.333333333333336,38,47,3,57.05,3.33,1,0
5079,English,62.0,51,73,4,69.23,3.47,4,0
5079,Math,55.5,47,63,4,69.23,3.47,7,0
5079,Physics,66.5,64,69,2,69.23,3.47,-5,0
5080,English,46.666666666666664,38,61,6,54.64,2.83,18,0
5080,Math,43.5,39,52,6,54.64,2.83,-6,0
5080,Physics,42.833333333333336,33,56,6,54.64,2.83,23,1
5081,English,74.0,70,78,2,79.04,3.14,-8,0
5081,Math,58.8,46,67,5,79.04,3.14,-11,0
5081,Physics,64.16666666666667,46,74,6,79.04,3.14,-9,0
5082,English,48.0,35,59,3,73.21,3.0,9,0
5082,Math,50.666666666666664,41,61,3,73.21,3.0,-20,0
5082,Physics,76.0,70,82,2,73.21,3.0,12,0
5083,English,47.0,44,50,2,55.31,2.99,-6,0
5083,Math,46.333333333333336,27,55,6,55.31,2.99,-22,1
5083,Physics,69.5,56,84,6,55.31,2.99,-21,1
5084,English,51.75,40,61,4,73.0,1.91,2,0
5084,Math,35.333333333333336,31,43,3,73.0,1.91,12,1
5084,Physics,63.166666666666664,52,75,6,73.0,1.91,6,0
5085,English,67.5,64,71,2,80.44,3.45,7,0
5085,Math,59.0,52,66,2,80.44,3.45,14,0
5085,Physics,67.5,60,75,2,80.44,3.45,-15,0
5086,English,74.0,68,79,3,76.16,2.02,-4,0
5086,Math,68.6,62,75,5,76.16,2.02,-11,0
5086,Physics,66.5,66,67,2,76.16,2.02,1,0
5087,English,40.0,33,47,2,68.41,3.95,-14,1
5087,Math,50.0,42,60,3,68.41,3.95,6,0
5087,Physics,73.16666666666667,67,81,6,68.41,3.95,2,0
5088,English,35.333333333333336,30,40,3,89.64,4.56,-4,1
5088,Math,33.6,25,40,5,89.64,4.56,-15,1
5088,Physics,54.0,44,64,2,89.64,4.56,20,0
5089,English,33.0,28,41,6,68.31,1.02,7,1
5089,Math,54.0,41,60,5,68.31,1.02,7,0
5089,Physics,38.25,32,53,4,68.31,1.02,2,1
5090,English,43.666666666666664,30,57,6,75.77,3.41,24,1
5090,Math,44.5,43,46,2,75.77,3.41,3,0
5090,Physics,57.666666666666664,56,61,3,75.77,3.41,-5,0
5091,English,51.4,45,58,5,73.15,2.41,13,0
5091,Math,35.666666666666664,31,43,3,73.15,2.41,-12,1
5091,Physics,53.6,41,64,5,73.15,2.41,-15,0
5092,English,73.5,64,85,6,78.32,0.5,9,0
5092,Math,63.333333333333336,56,72,6,78.32,0.5,-11,0
5092,Physics,45.5,38,53,2,78.32,0.5,-15,0
5093,English,69.25,63,76,4,84.99,2.69,-9,0
5093,Math,62.25,53,69,4,84.99,2.69,8,0
5093,Physics,60.333333333333336,54,67,3,84.99,2.69,7,0
5094,English,56.75,52,64,4,80.41,5.5,-1,0
5094,Math,48.25,36,63,4,80.41,5.5,27,0
5094,Physics,76.5,66,90,4,80.41,5.5,0,0
5095,English,28.25,23,32,4,79.57,2.3,-4,1
5095,Math,74.5,62,83,6,79.57,2.3,-10,0
5095,Physics,75.5,68,83,2,79.57,2.3,-15,0
5096,English,65.66666666666667,61,70,3,77.74,3.04,-4,0
5096,Math,64.0,57,71,2,77.74,3.04,14,0
5096,Physics,43.0,35,54,5,77.74,3.04,-6,0
5097,English,70.25,62,77,4,61.43,2.0,-3,0
5097,Math,59.0,54,65,3,61.43,2.0,-4,0
5097,Physics,44.75,40,52,4,61.43,2.0,-8,0
5098,English,49.0,41,61,3,81.85,1.29,16,0
5098,Math,33.0,26,38,5,81.85,1.29,-6,1
5098,Physics,70.5,68,73,2,81.85,1.29,5,0
5099,English,64.75,57,71,4,79.92,1.19,-1,0
5099,Math,65.0,56,76,4,79.92,1.19,-7,0
5099,Physics,43.5,40,50,4,79.92,1.19,-1,0
5100,English,31.666666666666668,26,37,3,71.04,1.95,11,1
5100,Math,32.0,28,37,3,71.04,1.95,-9,1
5100,Physics,46.0,34,51,4,71.04,1.95,0,1
5101,English,82.5,70,91,4,69.38,3.36,-11,0
5101,Math,28.5,25,35,4,69.38,3.36,2,1
5101,Physics,58.5,57,60,2,69.38,3.36,-3,0
5102,English,26.0,18,38,6,88.69,1.55,1,1
5102,Math,59.666666666666664,50,67,3,88.69,1.55,-12,0
5102,Physics,64.0,59,69,4,88.69,1.55,-10,0
5103,English,27.5,20,35,2,85.09,2.45,-15,1
5103,Math,66.4,58,79,5,85.09,2.45,3,0
5103,Physics,80.6,69,89,5,85.09,2.45,10,0
5104,English,43.5,31,56,6,73.75,3.59,8,1
5104,Math,45.2,37,58,5,73.75,3.59,3,0
5104,Physics,70.75,64,88,4,73.75,3.59,-1,0
5105,English,63.5,58,69,2,90.06,2.58,11,0
5105,Math,78.4,62,85,5,90.06,2.58,-18,0
5105,Physics,34.833333333333336,25,43,6,90.06,2.58,-4,1
5106,English,63.0,44,72,6,78.58,3.84,-4,0
5106,Math,58.75,51,76,4,78.58,3.84,25,0
5106,Physics,78.16666666666667,64,93,6,78.58,3.84,22,0
5107,English,46.4,34,59,5,79.67,3.55,-5,1
5107,Math,55.5,53,58,2,79.67,3.55,-5,0
5107,Physics,51.0,46,56,2,79.67,3.55,-10,0
5108,English,66.0,52,74,6,86.23,3.42,-5,0
5108,Math,50.8,42,59,5,86.23,3.42,6,0
5108,Physics,67.8,56,75,5,86.23,3.42,8,0
5109,English,44.6,38,47,5,59.55,1.24,-1,0
5109,Math,63.0,51,70,5,59.55,1.24,-12,1
5109,Physics,52.333333333333336,47,58,3,59.55,1.24,6,0
5110,English,62.2,53,75,5,68.78,1.87,-18,0
5110,Math,58.166666666666664,46,68,6,68.78,1.87,21,0
5110,Physics,35.6,22,47,5,68.78,1.87,-5,1
5111,English,54.5,51,58,2,65.74,3.11,-7,0
5111,Math,32.5,23,51,6,65.74,3.11,5,1
5111,Physics,41.333333333333336,33,55,3,65.74,3.11,19,1
5112,English,51.0,47,55,4,76.43,2.6,0,0
5112,Math,68.75,67,70,4,76.43,2.6,-2,0
5112,Physics,68.0,62,74,2,76.43,2.6,12,0
5113,English,38.8,32,52,5,72.13,2.06,20,1
5113,Math,75.83333333333333,60,87,6,72.13,2.06,10,0
5113,Physics,43.25,35,56,4,72.13,2.06,-20,0
5114,English,62.75,59,67,4,68.87,1.99,-7,0
5114,Math,34.5,33,36,2,68.87,1.99,3,1
5114,Physics,59.0,46,68,6,68.87,1.99,-9,0
5115,English,64.75,56,74,4,65.32,1.4,18,0
5115,Math,69.33333333333333,61,76,3,65.32,1.4,15,0
5115,Physics,43.0,33,51,3,65.32,1.4,6,1
5116,English,57.0,49,63,4,67.64,1.85,10,0
5116,Math,55.0,52,58,2,67.64,1.85,-6,0
5116,Physics,71.25,62,86,4,67.64,1.85,6,0
5117,English,52.166666666666664,39,66,6,79.5,2.57,2,0
5117,Math,55.0,52,59,3,79.5,2.57,7,0
5117,Physics,66.83333333333333,53,80,6,79.5,2.57,-27,0
5118,English,31.5,21,47,6,82.61,3.79,10,1
5118,Math,68.5,53,76,4,82.61,3.79,1,0
5118,Physics,61.5,45,74,6,82.61,3.79,-3,0
5119,English,28.25,23,39,4,81.72,4.74,-1,1
5119,Math,41.75,31,57,4,81.72,4.74,-26,1
5119,Physics,34.5,28,41,2,81.72,4.74,-13,1
5120,English,63.6,59,75,5,50.16,2.62,4,0
5120,Math,35.833333333333336,27,47,6,50.16,2.62,4,1
5120,Physics,35.5,33,38,2,50.16,2.62,-5,1
5121,English,65.5,58,73,2,78.86,3.01,-15,0
5121,Math,56.0,42,70,2,78.86,3.01,-28,0
5121,Physics,64.0,54,74,2,78.86,3.01,-20,0
5122,English,63.25,60,65,4,92.94,2.57,-1,0
5122,Math,30.333333333333332,20,38,3,92.94,2.57,-5,1
5122,Physics,47.0,41,53,2,92.94,2.57,12,0
5123,English,37.5,24,52,6,53.8,2.63,-21,1
5123,Math,46.0,32,60,2,53.8,2.63,28,1
5123,Physics,36.666666666666664,25,49,3,53.8,2.63,-13,1
5124,English,45.0,40,50,2,72.67,4.86,-10,0
5124,Math,62.5,61,64,2,72.67,4.86,3,0
5124,Physics,69.33333333333333,62,83,3,72.67,4.86,21,0
5125,English,46.166666666666664,33,59,6,67.82,3.13,8,1
5125,Math,54.2,44,66,5,67.82,3.13,16,0
5125,Physics,62.6,48,74,5,67.82,3.13,15,0
5126,English,70.16666666666667,56,80,6,90.14,3.37,3,0
5126,Math,66.0,54,78,2,90.14,3.37,-24,0
5126,Physics,25.5,21,33,6,90.14,3.37,-1,1
5127,English,37.4,34,44,5,68.49,3.99,2,1
5127,Math,64.16666666666667,51,75,6,68.49,3.99,-9,0
5127,Physics,68.0,57,79,6,68.49,3.99,5,0
5128,English,69.83333333333333,60,80,6,76.46,2.45,-7,0
5128,Math,56.333333333333336,55,58,3,76.46,2.45,3,0
5128,Physics,35.333333333333336,31,42,3,76.46,2.45,-9,1
5129,English,37.75,31,46,4,74.93,3.84,-6,1
5129,Math,69.0,57,76,6,74.93,3.84,5,0
5129,Physics,48.75,37,61,4,74.93,3.84,4,0
5130,English,38.166666666666664,26,50,6,82.6,1.64,24,1
5130,Math,29.4,21,38,5,82.6,1.64,-6,1
5130,Physics,73.4,58,81,5,82.6,1.64,1,0
5131,English,69.66666666666667,62,83,6,69.18,2.21,3,0
5131,Math,75.0,65,83,3,69.18,2.21,-12,0
5131,Physics,71.6,60,85,5,69.18,2.21,-21,0
5132,English,30.0,24,35,3,77.84,2.05,7,1
5132,Math,44.0,41,47,2,77.84,2.05,-6,0
5132,Physics,50.833333333333336,43,65,6,77.84,2.05,1,0
5133,English,53.0,43,64,4,77.64,3.53,-19,0
5133,Math,80.16666666666667,72,90,6,77.64,3.53,-1,0
5133,Physics,63.333333333333336,59,68,3,77.64,3.53,9,0
5134,English,67.0,59,75,5,69.36,4.92,4,0
5134,Math,78.33333333333333,74,82,3,69.36,4.92,-5,0
5134,Physics,32.5,23,42,2,69.36,4.92,19,1
5135,English,77.0,76,78,2,84.29,1.09,-2,0
5135,Math,31.75,20,42,4,84.29,1.09,22,1
5135,Physics,48.666666666666664,41,58,3,84.29,1.09,-6,0
5136,English,47.6,35,63,5,92.86,1.76,7,0
5136,Math,73.5,67,80,2,92.86,1.76,13,0
5136,Physics,55.0,49,60,3,92.86,1.76,-7,0
5137,English,67.66666666666667,66,71,3,63.26,4.99,-5,0
5137,Math,67.0,60,72,4,63.26,4.99,3,0
5137,Physics,76.4,64,88,5,63.26,4.99,16,0
5138,English,46.333333333333336,41,53,6,74.21,2.64,-6,0
5138,Math,64.33333333333333,50,79,6,74.21,2.64,25,0
5138,Physics,36.25,20,43,4,74.21,2.64,-23,1
5139,English,52.0,45,59,2,93.26,0.61,-14,0
5139,Math,74.5,70,79,2,93.26,0.61,-9,0
5139,Physics,42.0,31,51,5,93.26,0.61,-4,1
5140,English,55.5,53,58,2,78.91,2.26,-5,0
5140,Math,67.16666666666667,53,81,6,78.91,2.26,4,0
5140,Physics,45.333333333333336,35,51,3,78.91,2.26,1,0
5141,English,73.25,60,81,4,89.13,2.36,-21,0
5141,Math,31.0,30,32,4,89.13,2.36,0,1
5141,Physics,62.5,60,65,2,89.13,2.36,-5,0
5142,English,59.5,50,71,4,79.97,2.42,21,0
5142,Math,35.0,28,42,2,79.97,2.42,-14,1
5142,Physics,48.4,35,62,5,79.97,2.42,-27,0
5143,English,58.8,48,72,5,86.77,2.44,-19,0
5143,Math,52.4,38,65,5,86.77,2.44,27,0
5143,Physics,74.25,63,85,4,86.77,2.44,11,0
5144,English,24.25,19,35,4,79.25,2.72,3,1
5144,Math,79.66666666666667,72,91,3,79.25,2.72,-15,0
5144,Physics,64.33333333333333,59,70,3,79.25,2.72,6,0
5145,English,74.5,69,80,2,64.55,1.92,11,0
5145,Math,33.333333333333336,24,50,6,64.55,1.92,-25,1
5145,Physics,76.33333333333333,69,81,3,64.55,1.92,-2,0
5146,English,48.25,44,60,4,65.53,3.45,-16,0
5146,Math,72.66666666666667,69,77,3,65.53,3.45,-8,0
5146,Physics,71.33333333333333,68,78,3,65.53,3.45,10,0
5147,English,54.0,50,58,2,81.91,2.18,-8,0
5147,Math,50.0,37,58,5,81.91,2.18,12,0
5147,Physics,61.0,52,70,2,81.91,2.18,18,0
5148,English,59.5,59,60,2,82.81,1.71,-1,0
5148,Math,60.5,57,64,2,82.81,1.71,-7,0
5148,Physics,32.5,29,39,6,82.81,1.71,3,1
5149,English,39.75,38,42,4,60.65,4.25,-1,1
5149,Math,44.0,35,55,3,60.65,4.25,20,0
5149,Physics,32.25,26,41,4,60.65,4.25,-10,1
5150,English,38.0,29,46,4,91.76,1.46,-10,1
5150,Math,37.2,27,51,5,91.76,1.46,-13,1
5150,Physics,46.5,37,55,4,91.76,1.46,7,0
5151,English,32.5,29,36,2,80.76,3.04,7,1
5151,Math,48.0,38,60,4,80.76,3.04,-19,0
5151,Physics,68.0,59,78,5,80.76,3.04,-11,0
5152,English,29.0,22,39,3,82.91,0.5,13,1
5152,Math,71.33333333333333,56,83,6,82.91,0.5,-26,0
5152,Physics,78.0,61,90,5,82.91,0.5,-1,0
5153,English,64.33333333333333,61,71,3,95.13,2.24,-10,0
5153,Math,53.666666666666664,51,58,3,95.13,2.24,6,0
5153,Physics,45.5,44,47,2,95.13,2.24,-3,0
5154,English,68.75,64,81,4,70.97,2.1,2,0
5154,Math,74.0,62,88,4,70.97,2.1,22,0
5154,Physics,57.5,56,59,2,70.97,2.1,3,0
5155,English,69.0,61,82,4,84.56,1.12,-13,0
5155,Math,83.5,83,84,2,84.56,1.12,1,0
5155,Physics,52.5,38,67,2,84.56,1.12,-29,0
5156,English,49.333333333333336,44,53,3,64.0,1.25,-7,0
5156,Math,37.0,30,42,3,64.0,1.25,-12,1
5156,Physics,47.0,31,58,6,64.0,1.25,-4,1
5157,English,71.16666666666667,62,83,6,65.89,2.94,0,0
5157,Math,79.5,70,89,6,65.89,2.94,-17,0
5157,Physics,30.2,25,37,5,65.89,2.94,7,1
5158,English,55.5,47,68,6,90.42,2.63,7,0
5158,Math,44.5,42,47,2,90.42,2.63,-5,0
5158,Physics,77.83333333333333,67,90,6,90.42,2.63,2,0
5159,English,66.6,47,74,5,82.01,3.5,-4,0
5159,Math,59.2,50,70,5,82.01,3.5,4,0
5159,Physics,63.0,48,71,5,82.01,3.5,0,0
5160,English,48.5,41,56,2,79.77,0.5,-15,0
5160,Math,37.0,30,44,2,79.77,0.5,14,1
5160,Physics,30.333333333333332,25,44,6,79.77,0.5,9,1
5161,English,51.666666666666664,41,63,6,73.61,3.93,7,0
5161,Math,35.0,28,48,3,73.61,3.93,-20,1
5161,Physics,71.0,59,82,4,73.61,3.93,-13,0
5162,English,83.4,74,92,5,74.07,2.0,-9,0
5162,Math,51.0,41,69,3,74.07,2.0,-2,0
5162,Physics,44.333333333333336,35,52,6,74.07,2.0,14,0
5163,English,41.5,38,45,2,76.95,2.78,7,0
5163,Math,47.8,30,57,5,76.95,2.78,3,1
